,,Student,,Expert,Nicad-30,Nicad-40,Nicad-50,MeCC_95_20,MeCC_95_10,MeCC_95_4,MeCC_90_20,MeCC_90_10,MeCC_90_4,MeCC_80_20,MeCC_80_10,MeCC_80_4,MeCC_70_20,MeCC_70_10,MeCC_70_4,MeCC_60_20,MeCC_60_10,MeCC_60_4,MeCC_50_20,MeCC_50_10,MeCC_50_4,Simcad
fpetestmodule..test()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-audioop..search(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-audioop..audioop_reverse(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..test()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-audioop..audioop_lin2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-fpetestmodule..nest2(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-audioop..audioop_tostereo(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..sigfpe_handler()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-audioop..audioop_lin2lin(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fpetestmodule..nest2(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-audioop..audioop_tostereo(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..initgrp()-fpectlmodule..sigfpe_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-audioop..audioop_lin2lin(),,,,,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_lin2alaw()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..audioop_lin2alaw()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..audioop_lin2alaw()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-audioop..audioop_cross(),,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_lin2alaw()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-audioop..search(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_lin2alaw()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-audioop..audioop_reverse(),,0.5,,Type 4,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_lin2alaw()-audioop..audioop_tostereo(),,,,,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_lin2alaw()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-audioop..audioop_mul(),,,,,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_lin2alaw()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-fpetestmodule..test(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_lin2alaw()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..audioop_cross(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..gcd()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-fpectlmodule..fpe_reset(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..audioop_mul(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..gcd()-audioop..audioop_lin2alaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
audioop..audioop_ratecv()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..audioop_ratecv()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..audioop_ratecv()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
audioop..audioop_ratecv()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-audioop..search(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-audioop..audioop_reverse(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
audioop..audioop_ratecv()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
audioop..audioop_ratecv()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
audioop..audioop_ratecv()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-fpetestmodule..test(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_ratecv()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
audioop..audioop_ratecv()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..audioop_lin2lin(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_minmax()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
audioop..audioop_minmax()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..audioop_minmax()-cmathmodule..c_asin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..audioop_cross(),,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_minmax()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_minmax()-fpetestmodule..nest2(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..audioop_reverse(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_minmax()-audioop..audioop_tostereo(),,0,,No Clone,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_minmax()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..audioop_mul(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_minmax()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..audioop_lin2alaw(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_minmax()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_minmax()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-audioop..audioop_lin2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
fcntlmodule..fcntl_lockf()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
fcntlmodule..fcntl_lockf()-cmathmodule..c_asin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fcntlmodule..fcntl_lockf()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-audioop..audioop_tostereo(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-fpectlmodule..sigfpe_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_lockf()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_lockf()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
fcntlmodule..fcntl_ioctl()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
fcntlmodule..fcntl_ioctl()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_ioctl()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_ioctl()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
fcntlmodule..fcntl_ioctl()-fcntlmodule..ins(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fcntlmodule..fcntl_ioctl()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_ioctl()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcntlmodule..fcntl_ioctl()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
